Region/Country/Area,,Year,Series,Capital City,Capital City footnote,Value
512,Oman,2005,Capital city population (as a percentage of total urban population),Muscat,,34.2
512,Oman,2010,Urban population (percent),,,75.2
512,Oman,2010,Urban population (percent growth rate per annum),,,4.6
512,Oman,2010,Rural population (percent growth rate per annum),,,1.7
512,Oman,2010,Capital city population (thousands),Muscat,,721
512,Oman,2010,Capital city population (as a percentage of total population),Muscat,,23.7
512,Oman,2010,Capital city population (as a percentage of total urban population),Muscat,,31.6
512,Oman,2015,Urban population (percent),,,81.4
512,Oman,2015,Urban population (percent growth rate per annum),,,8
512,Oman,2015,Rural population (percent growth rate per annum),,,0.7
512,Oman,2015,Capital city population (thousands),Muscat,,"1,180"
512,Oman,2015,Capital city population (as a percentage of total population),Muscat,,28.1
512,Oman,2015,Capital city population (as a percentage of total urban population),Muscat,,34.6
512,Oman,2018,Urban population (percent),,,84.5
512,Oman,2018,Capital city population (thousands),Muscat,,"1,447"
586,Pakistan,2005,Urban population (percent),,,34
586,Pakistan,2005,Urban population (percent growth rate per annum),,,2.7
586,Pakistan,2005,Rural population (percent growth rate per annum),,,1.8
586,Pakistan,2005,Capital city population (thousands),Islamabad,,676
586,Pakistan,2005,Capital city population (as a percentage of total population),Islamabad,,0.4
586,Pakistan,2005,Capital city population (as a percentage of total urban population),Islamabad,,1.3
586,Pakistan,2010,Urban population (percent),,,35
586,Pakistan,2010,Urban population (percent growth rate per annum),,,2.6
586,Pakistan,2010,Rural population (percent growth rate per annum),,,1.7
586,Pakistan,2010,Capital city population (thousands),Islamabad,,804
586,Pakistan,2010,Capital city population (as a percentage of total population),Islamabad,,0.5
586,Pakistan,2010,Capital city population (as a percentage of total urban population),Islamabad,,1.3
586,Pakistan,2015,Urban population (percent),,,36
586,Pakistan,2015,Urban population (percent growth rate per annum),,,2.7
586,Pakistan,2015,Rural population (percent growth rate per annum),,,1.8
586,Pakistan,2015,Capital city population (thousands),Islamabad,,957
586,Pakistan,2015,Capital city population (as a percentage of total population),Islamabad,,0.5
586,Pakistan,2015,Capital city population (as a percentage of total urban population),Islamabad,,1.4
586,Pakistan,2018,Urban population (percent),,,36.7
586,Pakistan,2018,Capital city population (thousands),Islamabad,,"1,061"
585,Palau,2005,Urban population (percent),,,71.2
585,Palau,2005,Urban population (percent growth rate per annum),,,1
585,Palau,2005,Rural population (percent growth rate per annum),,,0.2
585,Palau,2010,Urban population (percent),,,74.8
585,Palau,2010,Urban population (percent growth rate per annum),,,1.6
585,Palau,2010,Rural population (percent growth rate per annum),,,-2.2
585,Palau,2015,Urban population (percent),,,78.2
585,Palau,2015,Urban population (percent growth rate per annum),,,1.7
585,Palau,2015,Rural population (percent growth rate per annum),,,-2.1
585,Palau,2018,Urban population (percent),,,79.9
585,Palau,2018,Capital city population (thousands),Melekeok,,11
591,Panama,2005,Urban population (percent),,,63.7
591,Panama,2005,Urban population (percent growth rate per annum),,,2.4
591,Panama,2005,Rural population (percent growth rate per annum),,,1.1
591,Panama,2005,Capital city population (thousands),Panama City,,"1,352"
591,Panama,2005,Capital city population (as a percentage of total population),Panama City,,40.6
591,Panama,2005,Capital city population (as a percentage of total urban population),Panama City,,63.8
591,Panama,2010,Urban population (percent),,,65.1
591,Panama,2010,Urban population (percent growth rate per annum),,,2.2
591,Panama,2010,Rural population (percent growth rate per annum),,,1
591,Panama,2010,Capital city population (thousands),Panama City,,"1,504"
591,Panama,2010,Capital city population (as a percentage of total population),Panama City,,41.3
591,Panama,2010,Capital city population (as a percentage of total urban population),Panama City,,63.4
591,Panama,2015,Urban population (percent),,,66.7
591,Panama,2015,Urban population (percent growth rate per annum),,,2.2
591,Panama,2015,Rural population (percent growth rate per annum),,,0.8
591,Panama,2015,Capital city population (thousands),Panama City,,"1,673"
591,Panama,2015,Capital city population (as a percentage of total population),Panama City,,42.2
591,Panama,2015,Capital city population (as a percentage of total urban population),Panama City,,63.2
591,Panama,2018,Urban population (percent),,,67.7
591,Panama,2018,Capital city population (thousands),Panama City,,"1,783"
598,Papua New Guinea,2005,Urban population (percent),,,13.1
598,Papua New Guinea,2005,Urban population (percent growth rate per annum),,,2.4
598,Papua New Guinea,2005,Rural population (percent growth rate per annum),,,2.5
598,Papua New Guinea,2005,Capital city population (thousands),Port Moresby,,281
598,Papua New Guinea,2005,Capital city population (as a percentage of total population),Port Moresby,,4.5
598,Papua New Guinea,2005,Capital city population (as a percentage of total urban population),Port Moresby,,34
598,Papua New Guinea,2010,Urban population (percent),,,13
598,Papua New Guinea,2010,Urban population (percent growth rate per annum),,,2.2
598,Papua New Guinea,2010,Rural population (percent growth rate per annum),,,2.4
598,Papua New Guinea,2010,Capital city population (thousands),Port Moresby,,312
598,Papua New Guinea,2010,Capital city population (as a percentage of total population),Port Moresby,,4.4
598,Papua New Guinea,2010,Capital city population (as a percentage of total urban population),Port Moresby,,33.7
598,Papua New Guinea,2015,Urban population (percent),,,13
598,Papua New Guinea,2015,Urban population (percent growth rate per annum),,,2.2
598,Papua New Guinea,2015,Rural population (percent growth rate per annum),,,2.2
598,Papua New Guinea,2015,Capital city population (thousands),Port Moresby,,345
598,Papua New Guinea,2015,Capital city population (as a percentage of total population),Port Moresby,,4.4
598,Papua New Guinea,2015,Capital city population (as a percentage of total urban population),Port Moresby,,33.5
598,Papua New Guinea,2018,Urban population (percent),,,13.2
598,Papua New Guinea,2018,Capital city population (thousands),Port Moresby,,367
600,Paraguay,2005,Urban population (percent),,,57.6
600,Paraguay,2005,Urban population (percent growth rate per annum),,,2.6
600,Paraguay,2005,Rural population (percent growth rate per annum),,,0.7
600,Paraguay,2005,Capital city population (thousands),Asunción,,"2,134"
600,Paraguay,2005,Capital city population (as a percentage of total population),Asunción,,36.8
600,Paraguay,2005,Capital city population (as a percentage of total urban population),Asunción,,63.9
600,Paraguay,2010,Urban population (percent),,,59.3
600,Paraguay,2010,Urban population (percent growth rate per annum),,,1.9
600,Paraguay,2010,Rural population (percent growth rate per annum),,,0.6
600,Paraguay,2010,Capital city population (thousands),Asunción,,"2,587"
600,Paraguay,2010,Capital city population (as a percentage of total population),Asunción,,41.7
600,Paraguay,2010,Capital city population (as a percentage of total urban population),Asunción,,70.3
600,Paraguay,2015,Urban population (percent),,,60.8
600,Paraguay,2015,Urban population (percent growth rate per annum),,,1.8
600,Paraguay,2015,Rural population (percent growth rate per annum),,,0.6
600,Paraguay,2015,Capital city population (thousands),Asunción,,"2,967"
600,Paraguay,2015,Capital city population (as a percentage of total population),Asunción,,44.7
600,Paraguay,2015,Capital city population (as a percentage of total urban population),Asunción,,73.6
600,Paraguay,2018,Urban population (percent),,,61.6
600,Paraguay,2018,Capital city population (thousands),Asunción,,"3,222"
604,Peru,2005,Urban population (percent),,,75
604,Peru,2005,Urban population (percent growth rate per annum),,,1.8
604,Peru,2005,Rural population (percent growth rate per annum),,,-0.3
604,Peru,2005,Capital city population (thousands),Lima,,"8,081"
604,Peru,2005,Capital city population (as a percentage of total population),Lima,,29.3
604,Peru,2005,Capital city population (as a percentage of total urban population),Lima,,39
604,Peru,2010,Urban population (percent),,,76.4
604,Peru,2010,Urban population (percent growth rate per annum),,,1.6
604,Peru,2010,Rural population (percent growth rate per annum),,,0.1
604,Peru,2010,Capital city population (thousands),Lima,,"8,920"
604,Peru,2010,Capital city population (as a percentage of total population),Lima,,30.4
604,Peru,2010,Capital city population (as a percentage of total urban population),Lima,,39.7
604,Peru,2015,Urban population (percent),,,77.4
604,Peru,2015,Urban population (percent growth rate per annum),,,1.6
604,Peru,2015,Rural population (percent growth rate per annum),,,0.5
604,Peru,2015,Capital city population (thousands),Lima,,"9,813"
604,Peru,2015,Capital city population (as a percentage of total population),Lima,,31.3
604,Peru,2015,Capital city population (as a percentage of total urban population),Lima,,40.4
604,Peru,2018,Urban population (percent),,,77.9
604,Peru,2018,Capital city population (thousands),Lima,,"10,391"
608,Philippines,2005,Urban population (percent),,,45.7
608,Philippines,2005,Urban population (percent growth rate per annum),,,1.8
608,Philippines,2005,Rural population (percent growth rate per annum),,,2.2
608,Philippines,2005,Capital city population (thousands),Manila,,"10,751"
608,Philippines,2005,Capital city population (as a percentage of total population),Manila,,12.5
608,Philippines,2005,Capital city population (as a percentage of total urban population),Manila,,27.3
608,Philippines,2010,Urban population (percent),,,45.3
608,Philippines,2010,Urban population (percent growth rate per annum),,,1.5
608,Philippines,2010,Rural population (percent growth rate per annum),,,1.8
608,Philippines,2010,Capital city population (thousands),Manila,,"11,887"
608,Philippines,2010,Capital city population (as a percentage of total population),Manila,,12.7
608,Philippines,2010,Capital city population (as a percentage of total urban population),Manila,,28
608,Philippines,2015,Urban population (percent),,,46.3
608,Philippines,2015,Urban population (percent growth rate per annum),,,2.1
608,Philippines,2015,Rural population (percent growth rate per annum),,,1.3
608,Philippines,2015,Capital city population (thousands),Manila,,"12,860"
608,Philippines,2015,Capital city population (as a percentage of total population),Manila,,12.6
608,Philippines,2015,Capital city population (as a percentage of total urban population),Manila,,27.3
608,Philippines,2018,Urban population (percent),,,46.9
608,Philippines,2018,Capital city population (thousands),Manila,,"13,482"
616,Poland,2005,Urban population (percent),,,61.5
616,Poland,2005,Urban population (percent growth rate per annum),,,-0.2
616,Poland,2005,Rural population (percent growth rate per annum),,,0
616,Poland,2005,Capital city population (thousands),Warsaw,,"1,684"
616,Poland,2005,Capital city population (as a percentage of total population),Warsaw,,4.4
616,Poland,2005,Capital city population (as a percentage of total urban population),Warsaw,,7.1
616,Poland,2010,Urban population (percent),,,60.9
616,Poland,2010,Urban population (percent growth rate per annum),,,-0.2
616,Poland,2010,Rural population (percent growth rate per annum),,,0.3
616,Poland,2010,Capital city population (thousands),Warsaw,,"1,703"
616,Poland,2010,Capital city population (as a percentage of total population),Warsaw,,4.4
616,Poland,2010,Capital city population (as a percentage of total urban population),Warsaw,,7.3
616,Poland,2015,Urban population (percent),,,60.3
616,Poland,2015,Urban population (percent growth rate per annum),,,-0.2
616,Poland,2015,Rural population (percent growth rate per annum),,,0.3
616,Poland,2015,Capital city population (thousands),Warsaw,,"1,740"
616,Poland,2015,Capital city population (as a percentage of total population),Warsaw,,4.5
616,Poland,2015,Capital city population (as a percentage of total urban population),Warsaw,,7.5
616,Poland,2018,Urban population (percent),,,60.1
